Call site: 0x43a828; Identifier: nvram_bufset; Key: SSID1; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43a80c
  [1] Call site: 0x43d80c; Identifier: nvram_safe_get; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43d7f0
Call site: 0x4449e0; Identifier: nvram_safe_get; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4449c8
  [0] Call site: 0x444f88; Identifier: nvram_safe_set; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444f70
Call site: 0x4347b0; Identifier: nvram_safe_set; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x434794
  [0] Call site: 0x434348; Identifier: nvram_safe_get; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x434334
  [0] Call site: 0x4340a0; Identifier: nvram_safe_get; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43408c
  [1] Call site: 0x43a644; Identifier: nvram_safe_get; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43a62c
Call site: 0x4340a0; Identifier: nvram_safe_get; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43408c
  [0] Call site: 0x4347b0; Identifier: nvram_safe_set; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x434794
Call site: 0x434348; Identifier: nvram_safe_get; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x434334
  [0] Call site: 0x4347b0; Identifier: nvram_safe_set; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x434794
Call site: 0x44fa60; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fa44
  [0] Call site: 0x44e9b0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44e91c
  [1] Call site: 0x42a184; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x42a178
  [0] Call site: 0x44fce0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fcc8
  [0] Call site: 0x4610a4; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x461024
Call site: 0x44e9b0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44e91c
  [0] Call site: 0x4501ec; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4501d0
  [0] Call site: 0x461764; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46174c
  [0] Call site: 0x44fa60; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fa44
Call site: 0x44fce0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fcc8
  [0] Call site: 0x4501ec; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4501d0
  [0] Call site: 0x461764; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46174c
  [0] Call site: 0x44fa60; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fa44
Call site: 0x4610a4; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x461024
  [0] Call site: 0x4501ec; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4501d0
  [0] Call site: 0x461764; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46174c
  [0] Call site: 0x44fa60; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fa44
Call site: 0x4501ec; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4501d0
  [0] Call site: 0x44e9b0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44e91c
  [1] Call site: 0x42a184; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x42a178
  [0] Call site: 0x44fce0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fcc8
  [0] Call site: 0x4610a4; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x461024
Call site: 0x461764; Identifier: nvram_safe_set; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46174c
  [0] Call site: 0x44e9b0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44e91c
  [1] Call site: 0x42a184; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x42a178
  [0] Call site: 0x44fce0; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44fcc8
  [0] Call site: 0x4610a4; Identifier: nvram_safe_get; Key: virtualserver_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x461024
Call site: 0x451c60; Identifier: nvram_safe_set; Key: quickVPN_MPPE; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x451c44
  [1] Call site: 0x430cd4; Identifier: nvram_safe_get; Key: quickVPN_MPPE; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x430cc0
  [0] Call site: 0x450fd8; Identifier: nvram_safe_get; Key: quickVPN_MPPE; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x450fbc
Call site: 0x450fd8; Identifier: nvram_safe_get; Key: quickVPN_MPPE; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x450fbc
  [0] Call site: 0x451c60; Identifier: nvram_safe_set; Key: quickVPN_MPPE; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x451c44
Call site: 0x45b748; Identifier: nvram_safe_set; Key: vlan_lan_dev2_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b72c
  [1] Call site: 0x421174; Identifier: nvram_safe_get; Key: vlan_lan_dev2_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x421158
  [0] Call site: 0x45ab5c; Identifier: nvram_safe_get; Key: vlan_lan_dev2_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45ab40
Call site: 0x45ab5c; Identifier: nvram_safe_get; Key: vlan_lan_dev2_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45ab40
  [0] Call site: 0x45b748; Identifier: nvram_safe_set; Key: vlan_lan_dev2_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b72c
Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x466530; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x466514
  [0] Call site: 0x465388; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x465374
  [0] Call site: 0x46ccd4; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46ccc0
  [0] Call site: 0x4691a8; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x469190
  [0] Call site: 0x46b048; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46b034
  [0] Call site: 0x46ff50; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46ff3c
  [0] Call site: 0x470428; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x470414
  [0] Call site: 0x473a88; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x473a70
  [0] Call site: 0x473f94; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x473f7c
  [0] Call site: 0x469538; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x469520
  [1] Call site: 0x434e94; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x434e78
  [0] Call site: 0x4678bc; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4678a8
  [1] Call site: 0x4069dc; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x406994
  [1] Call site: 0x408228; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x4081e4
  [0] Call site: 0x466388; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46636c
  [0] Call site: 0x46acc4; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46acb0
  [0] Call site: 0x46d3e4; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46d3d0
  [0] Call site: 0x467538; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x467524
Call site: 0x465388; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x465374
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [0] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [0] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
Call site: 0x466388; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46636c
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [0] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [0] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
Call site: 0x466530; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x466514
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [0] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [0] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
Call site: 0x467538; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x467524
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [0] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [0] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
Call site: 0x4678bc; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4678a8
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [0] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [0] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
Call site: 0x4691a8; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x469190
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [0] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [0] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
Call site: 0x469538; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x469520
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [0] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [0] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [0] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
Call site: 0x46acc4; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46acb0
  [0] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
  [0] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [0] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
